druid,purl,Title,Subtitle,Date,Type,Type URI
druid:jh401hb6955,https://purl.stanford.edu/jh401hb6955,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jh411by5009,https://purl.stanford.edu/jh411by5009,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:jh416hz2730,https://purl.stanford.edu/jh416hz2730,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jh646ds5313,https://purl.stanford.edu/jh646ds5313,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jh682sn8862,https://purl.stanford.edu/jh682sn8862,Can you be all that you can be?,,1987-02,still image,
druid:jh683jv5332,https://purl.stanford.edu/jh683jv5332,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jh960bj8891,https://purl.stanford.edu/jh960bj8891,Black Student Union News conference,,4/27/87,still image,http://vocab.getty.edu/aat/300046300
druid:jj025nm8754,https://purl.stanford.edu/jj025nm8754,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:jj173gv2378,https://purl.stanford.edu/jj173gv2378,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:jj234yb0242,https://purl.stanford.edu/jj234yb0242,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jj396pk1070,https://purl.stanford.edu/jj396pk1070,AIT_14327/2022_04,,,,
druid:jj518wr4330,https://purl.stanford.edu/jj518wr4330,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jj522vr7993,https://purl.stanford.edu/jj522vr7993,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jj672fp1212,https://purl.stanford.edu/jj672fp1212,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jj755vd7679,https://purl.stanford.edu/jj755vd7679,General petition sponsored by Stanford Out of South Africa (SOSA),,1985,mixed material,
druid:jj895cq6212,https://purl.stanford.edu/jj895cq6212,The New Day,,1984-05,text,
druid:jk038dy0806,https://purl.stanford.edu/jk038dy0806,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:jk104mr5219,https://purl.stanford.edu/jk104mr5219,Let's get serious,,1980-04,still image,
druid:jk199cs4989,https://purl.stanford.edu/jk199cs4989,"Advancing racial justice at Stanford - Office of the President, June 30, 2020",,,text,
druid:jk275xh3596,https://purl.stanford.edu/jk275xh3596,Black student tutoring program,,6/29/70,still image,http://vocab.getty.edu/aat/300046300
druid:jk398fv8285,https://purl.stanford.edu/jk398fv8285,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jk747hg8106,https://purl.stanford.edu/jk747hg8106,South Africa Divestment protest at President's Office,,7/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:jk955hp3231,https://purl.stanford.edu/jk955hp3231,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:jm054tt5662,https://purl.stanford.edu/jm054tt5662,The Jazz Set,,,still image,http://vocab.getty.edu/aat/300224742
druid:jm102rt8623,https://purl.stanford.edu/jm102rt8623,W15-AFRICAAM-48Q-01,South Africa: Contested Transitions,2015,text,http://vocab.getty.edu/aat/300028026
druid:jm357td5712,https://purl.stanford.edu/jm357td5712,Stanford University News Service,,2/24/72,text,
druid:jm359qc9985,https://purl.stanford.edu/jm359qc9985,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jm383dy8528,https://purl.stanford.edu/jm383dy8528,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:jm435gp0058,https://purl.stanford.edu/jm435gp0058,"Slide deck, Reverse Town Hall: Reopening with Justice and Equity",,9/10/20,text,http://vocab.getty.edu/aat/300027261
druid:jm531cn4348,https://purl.stanford.edu/jm531cn4348,"Stanford University, Reverse Town Hall, Reopening with Justice and Equity, records, 2020",,2020,mixed material,
druid:jm548hz9415,https://purl.stanford.edu/jm548hz9415,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jm551fw3476,https://purl.stanford.edu/jm551fw3476,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:jm639pj6046,https://purl.stanford.edu/jm639pj6046,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:jm652qt9415,https://purl.stanford.edu/jm652qt9415,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jm705rt5821,https://purl.stanford.edu/jm705rt5821,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:jm752jp2887,https://purl.stanford.edu/jm752jp2887,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:jm791bp3818,https://purl.stanford.edu/jm791bp3818,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:jm943xs7580,https://purl.stanford.edu/jm943xs7580,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jm989cy1462,https://purl.stanford.edu/jm989cy1462,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:jn039jp5097,https://purl.stanford.edu/jn039jp5097,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:jn098mk0429,https://purl.stanford.edu/jn098mk0429,Sp16-AFRICAAM-267A-01,"Martin Luther King, Jr. And The Global Freedom Struggle",2016,text,http://vocab.getty.edu/aat/300028026
druid:jn108qs4283,https://purl.stanford.edu/jn108qs4283,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:jn118np8221,https://purl.stanford.edu/jn118np8221,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:jn130gj9794,https://purl.stanford.edu/jn130gj9794,IDA Series Marcus Shelby,,1/26/06,moving image,http://vocab.getty.edu/aat/300069200
druid:jn301qd9735,https://purl.stanford.edu/jn301qd9735,"The Real News, Volume 32, Number 3",2004-03,2004-03,text,
druid:jn588nh0198,https://purl.stanford.edu/jn588nh0198,SCU Black History Month Events,,,still image,
druid:jp099jv3751,https://purl.stanford.edu/jp099jv3751,Martin Luther King at Stanford,,1967,moving image,
druid:jp103hv5976,https://purl.stanford.edu/jp103hv5976,Stanfunk Black music festival,,,still image,
druid:jp166jm1576,https://purl.stanford.edu/jp166jm1576,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jp171mw7391,https://purl.stanford.edu/jp171mw7391,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:jp184sx5302,https://purl.stanford.edu/jp184sx5302,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jp209cd1253,https://purl.stanford.edu/jp209cd1253,Anayelia Middleton - Staff - Black Students at Stanford Brochure,,8/15/85,still image,http://vocab.getty.edu/aat/300046300
druid:jp375ky0368,https://purl.stanford.edu/jp375ky0368,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jp397rf2644,https://purl.stanford.edu/jp397rf2644,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
druid:jp436fs7713,https://purl.stanford.edu/jp436fs7713,Sp09-AFRICAST-111-01,Education For All? The Global And Local In Public Policy Making In Africa,2009,text,http://vocab.getty.edu/aat/300028026
druid:jp505fx7526,https://purl.stanford.edu/jp505fx7526,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jp526mv8821,https://purl.stanford.edu/jp526mv8821,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jp527qh1335,https://purl.stanford.edu/jp527qh1335,A camp-out at Big Basin State Park,,1980-05,still image,
druid:jp658vg9070,https://purl.stanford.edu/jp658vg9070,South Africa divestment protest,,1985,still image,http://vocab.getty.edu/aat/300046300
druid:jp822ck6931,https://purl.stanford.edu/jp822ck6931,"Movie ""Sparkle""",,,still image,
druid:jp867hg8606,https://purl.stanford.edu/jp867hg8606,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:jq016sz4475,https://purl.stanford.edu/jq016sz4475,Ewart Thomas - Professor Chrm. Psychology - Black Students at Stanford Brochure,,8/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:jq050rt9867,https://purl.stanford.edu/jq050rt9867,We are the Seeds of our Ancestors' Dreams,,10/15/19,text,
druid:jq242bc3957,https://purl.stanford.edu/jq242bc3957,"Stanford University, Institute for Diversity in the Arts, records, 1982-2008",,,mixed material,
druid:jq481cz8804,https://purl.stanford.edu/jq481cz8804,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jq578jw3800,https://purl.stanford.edu/jq578jw3800,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jq588mx8779,https://purl.stanford.edu/jq588mx8779,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:jq679bg2454,https://purl.stanford.edu/jq679bg2454,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jq781hp2682,https://purl.stanford.edu/jq781hp2682,Sit-in protesting South African Investment - Board of Trustee's Meeting at Hoover Institute - Protestors block Trustee's Cars - Students Out of South Africa,,5/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:jq866nv2070,https://purl.stanford.edu/jq866nv2070,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jq941cw4532,https://purl.stanford.edu/jq941cw4532,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jr193qg6208,https://purl.stanford.edu/jr193qg6208,Stanford faculty and staff,,,still image,http://vocab.getty.edu/aat/300046300
druid:jr229md3712,https://purl.stanford.edu/jr229md3712,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:jr315ks5356,https://purl.stanford.edu/jr315ks5356,Studio Watts drama group,,10/3/68,still image,http://vocab.getty.edu/aat/300046300
druid:jr394yw6496,https://purl.stanford.edu/jr394yw6496,East Palo Alto/Nairobi Legacy Reunion,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:jr463sg0918,https://purl.stanford.edu/jr463sg0918,F14-AFRICAAM-47-01,History Of South Africa,2014,text,http://vocab.getty.edu/aat/300028026
druid:jr476br0498,https://purl.stanford.edu/jr476br0498,IDA: A Multidisciplinary Artist Residency Program at Stanford University,,2002,moving image,http://vocab.getty.edu/aat/300069200
druid:jr570hp2963,https://purl.stanford.edu/jr570hp2963,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:jr738vv6598,https://purl.stanford.edu/jr738vv6598,"Hua, Shan, and Terry, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:jr768gm5364,https://purl.stanford.edu/jr768gm5364,Grapevine,1988-01,,text,
druid:jr953pr6929,https://purl.stanford.edu/jr953pr6929,What do trustees do?,,,still image,
druid:jr962qm6123,https://purl.stanford.edu/jr962qm6123,"Transition to new building, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:js103jn1130,https://purl.stanford.edu/js103jn1130,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:js339tk8132,https://purl.stanford.edu/js339tk8132,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:js668wb1840,https://purl.stanford.edu/js668wb1840,Grapevine,,1/3/80,text,
druid:js848gy7764,https://purl.stanford.edu/js848gy7764,Stanford Progressive Alliance and Democratic Socialists of America present Julian Bond,,,still image,
druid:js926nr1325,https://purl.stanford.edu/js926nr1325,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:js947nc5801,https://purl.stanford.edu/js947nc5801,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jt131yh7629,https://purl.stanford.edu/jt131yh7629,Education meeting,,1985,mixed material,
druid:jt154nb5315,https://purl.stanford.edu/jt154nb5315,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:jt178tr1726,https://purl.stanford.edu/jt178tr1726,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:jt330jx4281,https://purl.stanford.edu/jt330jx4281,"""A Family Affair"" Black Community Calendar 1986-87",,1986,text,
druid:jt464db6421,https://purl.stanford.edu/jt464db6421,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:jt493tg3214,https://purl.stanford.edu/jt493tg3214,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jt584xr2891,https://purl.stanford.edu/jt584xr2891,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jt688xh2107,https://purl.stanford.edu/jt688xh2107,"The Real News, Volume 12, Number 2",,10/26/79,text,
druid:jt780zg3144,https://purl.stanford.edu/jt780zg3144,"Martin Luther King, Jr. Birthday Commemoration",,1988-01,still image,
druid:jt789kr8015,https://purl.stanford.edu/jt789kr8015,"East Palo Alto/Nairobi Legacy Reunion: Malcolm Hoover, Kalili Knox, Lori Cheatham Thomas",,7/23/04,still image,http://vocab.getty.edu/aat/300046300
druid:jt832nb1301,https://purl.stanford.edu/jt832nb1301,My Experience of Anti-Black Racism at Stanford,,,text,
druid:jt912dr6673,https://purl.stanford.edu/jt912dr6673,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:jv057sp0327,https://purl.stanford.edu/jv057sp0327,"Ujamaa, dorm life",,,still image,http://vocab.getty.edu/aat/300046300
druid:jv060wq2848,https://purl.stanford.edu/jv060wq2848,Black Liberation Month dorm lecture series,,1987-02,still image,
druid:jv207td4257,https://purl.stanford.edu/jv207td4257,"Clay Carson, Martin Luther King Jr. Legacy",,8/28/03,moving image,http://id.loc.gov/authorities/genreForms/gf2011026712
druid:jv230xm2742,https://purl.stanford.edu/jv230xm2742,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jv283hn0778,https://purl.stanford.edu/jv283hn0778,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:jv383qc4202,https://purl.stanford.edu/jv383qc4202,Student demonstrations -- Black Student Union,,,still image,http://vocab.getty.edu/aat/300127104
druid:jv697dd1290,https://purl.stanford.edu/jv697dd1290,Andrea Jones,,4/5/19,text,http://id.loc.gov/vocabulary/marcgt/int
druid:jv898rr2159,https://purl.stanford.edu/jv898rr2159,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jw078nr7904,https://purl.stanford.edu/jw078nr7904,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jw102bt3158,https://purl.stanford.edu/jw102bt3158,Grapevine,,5/26/80,text,
druid:jw105qr8527,https://purl.stanford.edu/jw105qr8527,"Clayborne Carson, African-American History: The Modern Freedom Struggle, 2007-11-29",,11/29/07,moving image,http://id.loc.gov/authorities/genreForms/gf2011026712
druid:jw109sk0024,https://purl.stanford.edu/jw109sk0024,El Salvador rally,,,still image,http://vocab.getty.edu/aat/300224742
druid:jw182vv9883,https://purl.stanford.edu/jw182vv9883,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:jw426wq5477,https://purl.stanford.edu/jw426wq5477,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:jw490kg2097,https://purl.stanford.edu/jw490kg2097,Grapevine,,11/4/85,text,
druid:jw538wz1358,https://purl.stanford.edu/jw538wz1358,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jw612rp2796,https://purl.stanford.edu/jw612rp2796,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:jw725fj4556,https://purl.stanford.edu/jw725fj4556,Joint Center for African Studies- Invitation for papers,,1981,text,
